cmip6-id, cmip6-label, cmip6-type
cmip6.atmosphere.grid.discretisation.horizontal.scheme_type, Atmosphere > Grid > Discretisation > Horizontal > Scheme Type, detail
cmip6.atmosphere.grid.discretisation.horizontal.scheme_method, Atmosphere > Grid > Discretisation > Horizontal > Scheme Method, detail
cmip6.atmosphere.grid.discretisation.horizontal.scheme_order, Atmosphere > Grid > Discretisation > Horizontal > Scheme Order, detail
cmip6.atmosphere.grid.discretisation.horizontal.horizontal_pole, Atmosphere > Grid > Discretisation > Horizontal > Horizontal Pole, detail
, , 
cmip6.atmosphere.key_properties.model_family, Atmosphere > Key Properties > Model Family, detail
cmip6.atmosphere.key_properties.basic_approximations, Atmosphere > Key Properties > Basic Approximations, detail
cmip6.atmosphere.key_properties.orography.type, Atmosphere > Key Properties > Orography > Type, detail
cmip6.atmosphere.key_properties.orography.changes, Atmosphere > Key Properties > Orography > Changes, detail
, , 
cmip6.atmosphere.dynamical_core.timestepping_type, Atmosphere > Dynamical Core > Timestepping Type, detail
cmip6.atmosphere.dynamical_core.prognostic_variables, Atmosphere > Dynamical Core > Prognostic Variables, detail
cmip6.atmosphere.dynamical_core.top_boundary.top_boundary_condition, Atmosphere > Dynamical Core > Top Boundary > Top Boundary Condition, detail
cmip6.atmosphere.dynamical_core.top_boundary.top_heat, Atmosphere > Dynamical Core > Top Boundary > Top Heat, detail
cmip6.atmosphere.dynamical_core.top_boundary.top_wind, Atmosphere > Dynamical Core > Top Boundary > Top Wind, detail
cmip6.atmosphere.dynamical_core.lateral_boundary.condition, Atmosphere > Dynamical Core > Lateral Boundary > Condition, detail
cmip6.atmosphere.dynamical_core.diffusion_horizontal.scheme_name, Atmosphere > Dynamical Core > Diffusion Horizontal > Scheme Name, detail
cmip6.atmosphere.dynamical_core.diffusion_horizontal.scheme_method, Atmosphere > Dynamical Core > Diffusion Horizontal > Scheme Method, detail
cmip6.atmosphere.dynamical_core.advection_tracers.scheme_name, Atmosphere > Dynamical Core > Advection Tracers > Scheme Name, detail
cmip6.atmosphere.dynamical_core.advection_tracers.scheme_characteristics, Atmosphere > Dynamical Core > Advection Tracers > Scheme Characteristics, detail
cmip6.atmosphere.dynamical_core.advection_tracers.conserved_quantities, Atmosphere > Dynamical Core > Advection Tracers > Conserved Quantities, detail
cmip6.atmosphere.dynamical_core.advection_tracers.conservation_method, Atmosphere > Dynamical Core > Advection Tracers > Conservation Method, detail
cmip6.atmosphere.dynamical_core.advection_momentum.scheme_name, Atmosphere > Dynamical Core > Advection Momentum > Scheme Name, detail
cmip6.atmosphere.dynamical_core.advection_momentum.scheme_characteristics, Atmosphere > Dynamical Core > Advection Momentum > Scheme Characteristics, detail
cmip6.atmosphere.dynamical_core.advection_momentum.scheme_staggering_type, Atmosphere > Dynamical Core > Advection Momentum > Scheme Staggering Type, detail
cmip6.atmosphere.dynamical_core.advection_momentum.conserved_quantities, Atmosphere > Dynamical Core > Advection Momentum > Conserved Quantities, detail
cmip6.atmosphere.dynamical_core.advection_momentum.conservation_method, Atmosphere > Dynamical Core > Advection Momentum > Conservation Method, detail
, , 
cmip6.atmosphere.radiation.aerosols, Atmosphere > Radiation > Aerosols, detail
